features,importance,model,used_in_automl
trans_trans_trans_type_cd_returns_days_since_trans_max,0.00468699090420982,RandomForestRegressor(),
orders_ords_last_24_24_lob_cd_2_orig_order_value_amt_sd,0.000441993441328216,RandomForestRegressor(),
efforts_welcome_eff_last_full_fourth_chr_final_key_cd_d_effort_id_countdist,0.0,RandomForestRegressor(),
trans_trans_last_6_12_trans_type_cd_returns_trans_amt_max,0.00022454422441341705,RandomForestRegressor(),
customer_order_inquiry_cs_last_24_24_resolution_type_cd_cim_order_no_line_item_no_countdist,0.0,RandomForestRegressor(),
orders_ords_last_6_12_order_pay_catg_cd_d_order_no_countdist,1.0081485232658655e-05,RandomForestRegressor(),
trans_trans_last_24_24_lob_cd_1_trans_amt_payment_max,4.069753776532847e-05,RandomForestRegressor(),
order_items_item_last_12_24_line_item_qty_sd,0.0001909345706347313,RandomForestRegressor(),
efforts_welcome_eff_last_full_first_chr_final_key_cd_k_effort_id_countdist,0.0,RandomForestRegressor(),
efforts_welcome_eff_last_12_24_effort_id_countdist,0.00010721614522229023,RandomForestRegressor(),
orders_ords_last_0_6_order_pay_catg_cd_k_orig_order_value_amt_sd,0.0,RandomForestRegressor(),
order_items_item_last_6_12_unit_cost_amt_sum,0.00022434229159712496,RandomForestRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_f_effort_id_countdist,0.0,RandomForestRegressor(),
orders_ords_last_0_6_business_src_cd_b_orig_order_value_amt_min,0.0012362270411980878,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_affinity_cd_hliving_order_no_countdist,1.2448973752654653e-05,RandomForestRegressor(),
orders_ords_last_0_6_comm_channel_type_cd_i_orig_order_value_amt_sum,0.00021051808986025263,RandomForestRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_a_orig_order_value_amt_sd,0.0005378600785207391,RandomForestRegressor(),
trans_trans_last_0_6_lob_cd_9_trans_amt_payment_sd,1.306219881073958e-05,RandomForestRegressor(),
efforts_xsell_eff_full_business_category_cd_a_days_since_xsell_effort_min,7.15904849140246e-06,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_affinity_cd_ukn_xsell_effort_id_countdist,7.334999336976282e-05,RandomForestRegressor(),
composite_orders_ords_last_12_24_order_pay_catg_cd_k_per,0.0,RandomForestRegressor(),
orders_ords_last_24_24_order_pay_catg_cd_k_orig_order_value_amt_sum,0.0,RandomForestRegressor(),
trans_trans_last_24_24_lob_cd_9_trans_amt_payment_sum,0.0002435890049292173,RandomForestRegressor(),
efforts_customer_eff_last_24_24_effort_type_cd_g_effort_id_countdist,0.0005572418498360654,RandomForestRegressor(),
efforts_xsell_eff_last_6_12_xsell_category_reason_cd_2_order_no_countdist,0.0,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_affinity_cd_default_xsell_effort_id_countdist,0.00052903964263801,RandomForestRegressor(),
trans_trans_last_6_12_trans_amt_payment_sum,0.00047211503803518443,RandomForestRegressor(),1.0
efforts_xsell_eff_last_12_24_solicited_class_cd_n_xsell_effort_id_countdist,0.0016162575122060977,RandomForestRegressor(),1.0
orders_ords_last_0_6_lob_cd_i_orig_order_value_amt_sd,0.00011165058700211306,RandomForestRegressor(),
customer_order_inquiry_cs_last_0_6_comm_channel_type_cd_i_order_no_countdist,4.451953810173232e-06,RandomForestRegressor(),
efforts_customer_eff_last_12_24_effort_type_cd_17_effort_id_countdist,0.0009280826985186446,RandomForestRegressor(),
orders_ords_last_12_24_comm_channel_type_cd_i_orig_order_value_amt_min,0.00043662770127331484,RandomForestRegressor(),
efforts_xsell_eff_last_6_12_xsell_category_cd_ukn_order_no_countdist,0.0,RandomForestRegressor(),
orders_ords_last_6_12_order_pay_catg_cd_a_orig_order_value_amt_mean,0.00031473359378834915,RandomForestRegressor(),
orders_ords_last_24_24_order_pay_catg_cd_d_orig_order_value_amt_sd,0.00018782509894030717,RandomForestRegressor(),
efforts_welcome_eff_lob_cd_2_days_since_welcome_effort_max,0.00039238497068177315,RandomForestRegressor(),
customer_order_inquiry_cs_last_24_24_comm_channel_type_cd_t_order_no_countdist,0.0033957397180737715,RandomForestRegressor(),1.0
efforts_xsell_eff_last_12_24_affinity_cd_default_xsell_effort_id_countdist,0.0002105202696311476,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_cd_a_xsell_effort_id_countdist,3.0009445556430293e-05,RandomForestRegressor(),
orders_ords_last_6_12_order_pay_catg_cd_g_orig_order_value_amt_sum,0.0,RandomForestRegressor(),
order_items_item_last_12_24_product_type_cd_b_line_item_qty_min,7.120927940896957e-05,RandomForestRegressor(),
efforts_welcome_eff_last_6_12_effort_type_cd_d_effort_id_countdist,0.0001096143425979472,RandomForestRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_a_orig_order_value_amt_max,0.00021728023680967986,RandomForestRegressor(),
trans_trans_last_12_24_trans_type_cd_cancels_order_no_countdist,0.0006920228376557401,RandomForestRegressor(),
order_items_item_last_6_12_product_type_cd_b_order_no_line_item_no_countdist,0.00010415191262936735,RandomForestRegressor(),
trans_trans_last_12_24_trans_type_cd_cancels_trans_amt_mean,0.00023426904231676658,RandomForestRegressor(),
customer_order_inquiry_cs_last_6_12_inquiry_type_cd_complaint_order_no_countdist,0.0,RandomForestRegressor(),
orders_ords_last_0_6_comm_channel_type_cd_m_orig_order_value_amt_mean,6.718872632753405e-05,RandomForestRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_h_effort_id_countdist,6.0976720207602134e-05,RandomForestRegressor(),
customer_order_inquiry_cs_last_24_24_resolution_type_cd_mvr_order_no_line_item_no_countdist,6.242976451580034e-06,RandomForestRegressor(),
trans_trans_last_6_12_trans_type_cd_refunds_trans_amt_max,0.0002065330590802924,RandomForestRegressor(),
order_items_item_last_24_24_lob_cd_2_order_no_countdist,0.00017793544619835503,RandomForestRegressor(),
customer_order_inquiry_cs_last_12_24_resolution_type_cd_cim_order_no_countdist,0.0,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_affinity_cd_coins_xsell_effort_id_countdist,0.00033163367314397607,RandomForestRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_k_orig_order_value_amt_min,0.0,RandomForestRegressor(),
efforts_xsell_eff_full_days_since_xsell_effort_min,0.002451405453282733,RandomForestRegressor(),
orders_ords_last_0_6_comm_channel_type_cd_i_orig_order_value_amt_mean,5.1257836697548994e-05,RandomForestRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_8_effort_id_countdist,0.0,RandomForestRegressor(),
efforts_welcome_eff_last_full_first_chr_final_key_cd_l_effort_id_countdist,0.0,RandomForestRegressor(),
orders_ords_last_24_24_business_src_cd_a_orig_order_value_amt_mean,0.00028743173288333377,RandomForestRegressor(),
order_items_item_last_24_24_order_no_countdist,0.00017360966812389998,RandomForestRegressor(),
orders_ords_last_12_24_comm_channel_type_cd_i_orig_order_value_amt_sd,0.0005008023056896182,RandomForestRegressor(),
efforts_customer_eff_last_24_24_effort_type_cd_xb_effort_id_countdist,0.0015189285645510412,RandomForestRegressor(),1.0
trans_trans_last_6_12_trans_type_cd_cancels_trans_amt_max,0.00012116152788497738,RandomForestRegressor(),
nonorders_nonords_last_0_6_lob_cd_2_count,0.00034444328894185384,RandomForestRegressor(),
composite_orders_ords_6_12_to_12_24_growth,0.0011722400046805324,RandomForestRegressor(),
order_items_item_last_24_24_product_type_cd_a_unit_cost_amt_mean,0.0004915637060633137,RandomForestRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_x9_effort_id_countdist,0.0,RandomForestRegressor(),
trans_trans_last_12_24_trans_amt_payment_max,0.001038109361618262,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_lob_cd_1_order_no_countdist,3.230339634692296e-06,RandomForestRegressor(),
order_items_item_last_6_12_lob_cd_9_order_no_line_item_no_countdist,0.00015055812415922304,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_affinity_cd_default_order_no_countdist,0.00015225444357949,RandomForestRegressor(),
orders_ords_days_between_effort_order_mean,0.008497874812056362,RandomForestRegressor(),1.0
order_items_item_last_0_6_unit_cost_amt_mean,0.0008541250914846228,RandomForestRegressor(),
trans_trans_last_24_24_lob_cd_1_order_no_countdist,4.2356325371828065e-05,RandomForestRegressor(),
customer_order_inquiry_cs_last_0_6_comm_channel_type_cd_b_order_no_line_item_no_countdist,0.0,RandomForestRegressor(),
trans_trans_last_24_24_trans_type_cd_returns_trans_amt_mean,0.0020928081733357826,RandomForestRegressor(),
orders_ords_last_24_24_business_src_cd_a_orig_order_value_amt_min,0.001053069974799372,RandomForestRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_1_effort_id_countdist,9.742215182204295e-05,RandomForestRegressor(),
order_items_item_last_6_12_with_offer_cd_true_unit_cost_amt_max,0.00020758943254005037,RandomForestRegressor(),
online_inbound_email_in_days_since_inbound_mail_max,0.004669269355934501,RandomForestRegressor(),1.0
order_items_item_last_12_24_product_type_cd_a_unit_cost_amt_mean,0.00040644954520775917,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_lob_cd_i_order_no_countdist,0.0004516465199108997,RandomForestRegressor(),
composite_order_items_item_avg_items_per_order_last_24_24,0.0005085685154563872,RandomForestRegressor(),
orders_ords_last_24_24_business_src_cd_b_orig_order_value_amt_mean,0.0005161031416008455,RandomForestRegressor(),
efforts_customer_eff_last_12_24_effort_type_cd_bd_effort_id_countdist,0.0,RandomForestRegressor(),
orders_ords_last_0_6_orig_order_value_amt_mean,0.0001641924035809259,RandomForestRegressor(),
trans_trans_last_0_6_lob_cd_2_trans_amt_payment_max,0.00015828955024087764,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_solicitation_type_cd_r_order_no_countdist,0.00028115505964876634,RandomForestRegressor(),
orders_ords_last_24_24_order_pay_catg_cd_a_orig_order_value_amt_sd,0.00038837408302787085,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_xsell_category_cd_ukn_xsell_effort_id_countdist,0.0,RandomForestRegressor(),
trans_trans_last_6_12_trans_amt_payment_min,0.0013410020476132436,RandomForestRegressor(),
efforts_customer_eff_last_24_24_effort_type_cd_ma_effort_id_countdist,4.470948970810778e-05,RandomForestRegressor(),
trans_trans_trans_type_cd_cancels_days_since_trans_max,0.0009999178430740805,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_solicited_class_cd_h_order_no_countdist,5.868017307620763e-05,RandomForestRegressor(),
orders_ords_last_24_24_order_pay_catg_cd_a_orig_order_value_amt_min,0.0002680397428475618,RandomForestRegressor(),1.0
efforts_xsell_eff_last_12_24_lob_cd_3_xsell_effort_id_countdist,0.0,RandomForestRegressor(),
order_items_item_last_0_6_order_no_countdist,5.430778928348443e-05,RandomForestRegressor(),
order_items_item_last_12_24_unit_cost_amt_sd,0.002269123885608228,RandomForestRegressor(),
order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_min,0.0034354020108877063,RandomForestRegressor(),1.0
online_regevent_days_since_registation_min,0.0057960809956529155,RandomForestRegressor(),1.0
orders_ords_last_12_24_business_src_cd_b_orig_order_value_amt_sd,0.0004960544571823101,RandomForestRegressor(),
orders_ords_last_12_24_comm_channel_type_cd_m_orig_order_value_amt_max,0.00022285614926547044,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_affinity_cd_cooking_xsell_effort_id_countdist,0.0,RandomForestRegressor(),
customer_order_inquiry_cs_last_24_24_resolution_type_cd_tsn_order_no_line_item_no_countdist,0.0,RandomForestRegressor(),
nonorders_nonords_lob_cd_2_days_since_nonords_entry_max,0.0029672642170540066,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_affinity_cd_book_xsell_effort_id_countdist,0.0,RandomForestRegressor(),
orders_ords_last_24_24_order_pay_catg_cd_k_order_no_countdist,0.0,RandomForestRegressor(),
online_outbound_email_out_days_since_outbound_mail_min,0.0075524773067629,RandomForestRegressor(),1.0
efforts_welcome_eff_last_full_second_chr_final_key_cd_z_effort_id_countdist,0.0,RandomForestRegressor(),
orders_ords_last_12_24_lob_cd_2_orig_order_value_amt_sum,0.0004201481928592967,RandomForestRegressor(),
order_items_item_last_24_24_lob_cd_i_order_no_countdist,0.001974248176772094,RandomForestRegressor(),1.0
nonorders_nonords_last_0_6_lob_cd_1_count,0.00027417944910941924,RandomForestRegressor(),
order_items_item_last_12_24_product_type_cd_b_line_item_qty_sum,0.0024792572254263155,RandomForestRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_g_orig_order_value_amt_sd,0.0,RandomForestRegressor(),
online_inbound_email_in_last_6_6_email_open_sum,0.001972044380866943,RandomForestRegressor(),
orders_ords_last_0_6_comm_channel_type_cd_m_order_no_countdist,4.1634290009053e-06,RandomForestRegressor(),
composite_nonorders_nonords_last_0_6_lob_cd_3_per,0.0,RandomForestRegressor(),
orders_ords_last_6_12_comm_channel_type_cd_t_orig_order_value_amt_sum,0.0,RandomForestRegressor(),
efforts_xsell_eff_full_lob_cd_4_days_since_xsell_effort_min,0.0,RandomForestRegressor(),
efforts_xsell_eff_last_6_12_xsell_category_cd_x_xsell_effort_id_countdist,0.0001410813527534902,RandomForestRegressor(),
trans_trans_last_6_12_lob_cd_1_trans_amt_payment_min,0.0004172838103980085,RandomForestRegressor(),
nonorders_nonords_last_24_24_lob_cd_i_count,0.0,RandomForestRegressor(),
trans_trans_last_0_6_trans_type_cd_cancels_trans_amt_max,0.00011678420006153736,RandomForestRegressor(),
order_items_item_last_12_24_product_type_cd_b_line_item_qty_sd,7.426267051823335e-05,RandomForestRegressor(),
orders_ords_last_0_6_business_src_cd_b_order_no_countdist,0.0009159939609753835,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_lob_cd_2_xsell_effort_id_countdist,3.919416531933612e-05,RandomForestRegressor(),
composite_nonorders_nonords_last_12_24_lob_cd_3_per,0.0,RandomForestRegressor(),
online_sweepentry_sse_last_3_6_device_type_mobile_sweepstake_entry_id_countdist,0.002859640887732977,RandomForestRegressor(),
order_items_item_last_6_12_with_offer_cd_true_order_no_line_item_no_countdist,0.0001285351941110275,RandomForestRegressor(),
order_items_item_last_6_12_product_type_cd_b_unit_cost_amt_sd,0.0006764475988489653,RandomForestRegressor(),
order_items_item_last_24_24_line_item_qty_sd,0.00016870516187944635,RandomForestRegressor(),
orders_ords_last_6_12_effort_type_cd_cross_sell_orig_order_value_amt_max,0.00023636329989822774,RandomForestRegressor(),
online_outbound_email_out_last_0_3_count,0.004091133385695513,RandomForestRegressor(),
order_items_item_last_0_6_lob_cd_9_order_no_countdist,1.2965543188148414e-05,RandomForestRegressor(),
efforts_welcome_eff_effort_type_cd_23_days_since_welcome_effort_max,0.0,RandomForestRegressor(),
online_inbound_email_in_last_0_3_email_click_sum,0.002024993947548273,RandomForestRegressor(),
order_items_item_last_6_12_line_item_qty_max,0.0001258885243003964,RandomForestRegressor(),1.0
orders_ords_last_24_24_order_no_countdist,0.0014238328334248342,RandomForestRegressor(),
efforts_customer_eff_last_12_24_effort_type_cd_b_effort_id_countdist,0.00010699725567414076,RandomForestRegressor(),
efforts_customer_eff_last_24_24_effort_type_cd_d_effort_id_countdist,0.0,RandomForestRegressor(),
orders_ords_last_24_24_order_pay_catg_cd_g_orig_order_value_amt_min,0.0,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_affinity_cd_book_xsell_effort_id_countdist,0.0,RandomForestRegressor(),
order_items_item_last_12_24_product_type_cd_a_line_item_qty_min,1.9574439404517196e-05,RandomForestRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_v_effort_id_countdist,8.301352822957893e-06,RandomForestRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_24_effort_id_countdist,3.70824823967995e-05,RandomForestRegressor(),
composite_orders_ords_last_24_24_order_pay_catg_cd_d_per,0.00011682800039546326,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_xsell_category_cd_a_xsell_effort_id_countdist,0.00020517030976276783,RandomForestRegressor(),
order_items_item_last_24_24_with_offer_cd_true_order_no_countdist,0.00024574653517680877,RandomForestRegressor(),
trans_trans_last_12_24_trans_type_cd_refunds_trans_amt_mean,0.0003859768047598319,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_affinity_cd_video_xsell_effort_id_countdist,0.0002721624610139025,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_lob_cd_9_order_no_countdist,0.0,RandomForestRegressor(),
efforts_xsell_eff_full_solicitation_type_cd_r_days_since_xsell_effort_min,0.0008306225926269386,RandomForestRegressor(),
trans_trans_last_12_24_lob_cd_1_trans_amt_payment_mean,0.0010112698933766706,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_lob_cd_2_order_no_countdist,3.0183363341862123e-05,RandomForestRegressor(),
trans_trans_last_12_24_trans_type_cd_650_trans_amt_sum,0.0006189614765366743,RandomForestRegressor(),
efforts_welcome_eff_last_full_fourth_chr_final_key_cd_r_effort_id_countdist,0.0,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_cd_a_order_no_countdist,2.2941672082661967e-05,RandomForestRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_a_orig_order_value_amt_mean,0.00034086663719051606,RandomForestRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_xc_effort_id_countdist,0.0006904934380063578,RandomForestRegressor(),
trans_trans_last_0_6_trans_type_cd_returns_order_no_countdist,6.589077780020545e-06,RandomForestRegressor(),
orders_ords_last_24_24_effort_type_cd_cross_sell_order_no_countdist,7.06837057051449e-05,RandomForestRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_k_orig_order_value_amt_mean,0.0,RandomForestRegressor(),
orders_ords_last_0_6_orig_order_value_amt_min,0.00028322872970741565,RandomForestRegressor(),
order_items_item_last_6_12_product_type_cd_b_line_item_qty_sum,0.00028376373782374825,RandomForestRegressor(),
trans_trans_last_12_24_lob_cd_9_order_no_countdist,0.00017673481732506798,RandomForestRegressor(),
customer_order_inquiry_cs_last_12_24_resolution_type_cd_adn_order_no_countdist,6.603163235239111e-06,RandomForestRegressor(),
orders_ords_last_6_12_order_pay_catg_cd_d_orig_order_value_amt_sd,2.4373208024784327e-05,RandomForestRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_ac_effort_id_countdist,0.0,RandomForestRegressor(),
order_items_item_last_24_24_with_offer_cd_true_unit_cost_amt_mean,0.0005130375108751666,RandomForestRegressor(),
trans_trans_last_6_12_lob_cd_1_trans_amt_payment_sum,5.81105789957277e-06,RandomForestRegressor(),
trans_trans_last_6_12_lob_cd_2_order_no_countdist,0.00019271424336124869,RandomForestRegressor(),
orders_ords_last_6_12_comm_channel_type_cd_t_orig_order_value_amt_min,9.960808004472067e-10,RandomForestRegressor(),
trans_trans_last_12_24_lob_cd_2_trans_amt_payment_sum,0.00037383303310480244,RandomForestRegressor(),
trans_trans_last_12_24_trans_type_cd_returns_trans_amt_sum,0.0005440586100876245,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_business_category_cd_c_xsell_effort_id_countdist,0.0003606007263229024,RandomForestRegressor(),
nonorders_nonords_last_0_6_count,0.0027857857795582004,RandomForestRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_7_effort_id_countdist,4.808607152837847e-07,RandomForestRegressor(),
orders_ords_last_0_6_lob_cd_i_orig_order_value_amt_min,0.00017296391343867004,RandomForestRegressor(),
trans_trans_last_0_6_trans_type_cd_returns_trans_amt_mean,0.00019053672844893333,RandomForestRegressor(),
customer_order_inquiry_cs_last_0_6_resolution_type_cd_cim_order_no_countdist,0.0,RandomForestRegressor(),
trans_trans_trans_type_cd_returns_days_since_trans_min,0.0007172255604377792,RandomForestRegressor(),
trans_trans_trans_type_cd_440_days_since_trans_max,0.00013205842052258418,RandomForestRegressor(),
orders_ords_last_24_24_lob_cd_i_orig_order_value_amt_sum,0.0004925427054881815,RandomForestRegressor(),
efforts_xsell_eff_last_6_12_business_category_cd_a_order_no_countdist,0.0041611117346949215,RandomForestRegressor(),1.0
trans_trans_last_12_24_trans_amt_payment_sum,0.0002462583939072131,RandomForestRegressor(),
efforts_xsell_eff_last_6_12_affinity_cd_jewelry_xsell_effort_id_countdist,2.7983537090481152e-05,RandomForestRegressor(),
order_items_item_last_12_24_product_type_cd_a_unit_cost_amt_sd,0.0009017018793652242,RandomForestRegressor(),
order_items_item_last_6_12_with_offer_cd_true_unit_cost_amt_sum,0.0007277528451496226,RandomForestRegressor(),
trans_trans_last_6_12_lob_cd_2_trans_amt_payment_max,0.00011472161576325968,RandomForestRegressor(),
order_items_item_last_6_12_product_type_cd_a_line_item_qty_sum,0.00010951270799648119,RandomForestRegressor(),
efforts_xsell_eff_full_affinity_cd_cooking_days_since_xsell_effort_max,0.003992633973594448,RandomForestRegressor(),1.0
efforts_xsell_eff_last_12_24_xsell_category_cd_t_order_no_countdist,1.956228958718337e-05,RandomForestRegressor(),
online_regevent_days_since_registation_max,0.003980592332159003,RandomForestRegressor(),1.0
order_items_item_last_12_24_line_item_qty_sum,0.0025234960747052395,RandomForestRegressor(),
order_items_item_last_6_12_product_type_cd_a_unit_cost_amt_mean,0.00010801267096964208,RandomForestRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_xb_effort_id_countdist,0.0004195755331208811,RandomForestRegressor(),
trans_trans_last_6_12_lob_cd_i_trans_amt_payment_mean,0.0008300633181733999,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_xsell_category_cd_x_xsell_effort_id_countdist,1.9209091781778184e-05,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_affinity_cd_ukn_order_no_countdist,0.0004254151735602842,RandomForestRegressor(),
customer_order_inquiry_cs_last_12_24_resolution_type_cd_cim_order_no_line_item_no_countdist,0.0,RandomForestRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_j_effort_id_countdist,1.3410590874789117e-05,RandomForestRegressor(),
orders_ords_last_0_6_order_pay_catg_cd_d_orig_order_value_amt_sum,2.1897020074185756e-05,RandomForestRegressor(),
trans_trans_last_0_6_lob_cd_9_trans_amt_payment_min,0.00035011910227531135,RandomForestRegressor(),
customer_order_inquiry_cs_last_12_24_resolution_type_cd_tsn_order_no_countdist,0.0,RandomForestRegressor(),
composite_nonorders_nonords_last_6_12_per,0.005627157596648971,RandomForestRegressor(),1.0
trans_trans_last_24_24_lob_cd_9_trans_amt_payment_max,0.000891548474030657,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_xsell_category_cd_x_xsell_effort_id_countdist,0.0006492882312800807,RandomForestRegressor(),
composite_nonorders_nonords_last_24_24_lob_cd_2_per,0.0004053417132483434,RandomForestRegressor(),
order_items_item_last_24_24_product_type_cd_a_line_item_qty_max,8.376144180066243e-05,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_lob_cd_9_order_no_countdist,0.0,RandomForestRegressor(),
composite_nonorders_nonords_last_0_6_lob_cd_1_per,9.865517843180172e-05,RandomForestRegressor(),
efforts_xsell_eff_full_business_category_cd_a_days_since_xsell_effort_max,4.9137213933939324e-05,RandomForestRegressor(),
trans_trans_last_24_24_lob_cd_2_trans_amt_payment_max,0.00023630537900573892,RandomForestRegressor(),
order_items_item_last_0_6_with_offer_cd_true_line_item_qty_sd,6.251225527314976e-05,RandomForestRegressor(),
efforts_welcome_eff_last_6_12_effort_id_countdist,0.00019137328228369634,RandomForestRegressor(),
order_items_item_last_0_6_order_no_line_item_no_countdist,8.14801215198815e-05,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_business_category_cd_a_xsell_effort_id_countdist,2.9027741470325728e-08,RandomForestRegressor(),
efforts_customer_eff_last_24_24_effort_type_cd_c_effort_id_countdist,0.000559739390029665,RandomForestRegressor(),
efforts_xsell_eff_last_24_24_affinity_cd_hliving_xsell_effort_id_countdist,0.0,RandomForestRegressor(),
composite_order_items_item_6_12_to_12_24_growth,0.001934579605013767,RandomForestRegressor(),
trans_trans_days_since_trans_max,0.003198913154753616,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_business_category_cd_a_order_no_countdist,5.703256951461618e-08,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_xsell_category_reason_cd_2_xsell_effort_id_countdist,0.0,RandomForestRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_a_effort_id_countdist,0.00031237524490400494,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_affinity_cd_jewelry_order_no_countdist,4.629329127166861e-06,RandomForestRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_h_effort_id_countdist,0.0,RandomForestRegressor(),
trans_trans_last_24_24_lob_cd_9_trans_amt_payment_mean,0.0002585666029638267,RandomForestRegressor(),
orders_ords_last_12_24_effort_type_cd_cross_sell_orig_order_value_amt_max,0.0002165333655303968,RandomForestRegressor(),
trans_trans_last_12_24_trans_type_cd_returns_trans_amt_min,0.0004883713807709702,RandomForestRegressor(),
customer_order_inquiry_cs_last_6_12_resolution_type_cd_adn_order_no_countdist,0.0,RandomForestRegressor(),
orders_ords_last_24_24_lob_cd_9_orig_order_value_amt_min,0.00011041949663551181,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_cd_x_order_no_countdist,1.709782640857081e-05,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_xsell_category_cd_i_order_no_countdist,0.0,RandomForestRegressor(),
customer_order_inquiry_cs_last_24_24_comm_channel_type_cd_i_order_no_countdist,5.9852572498566656e-05,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_solicited_class_cd_n_order_no_countdist,0.0025839082436809302,RandomForestRegressor(),
trans_trans_trans_type_cd_650_days_since_trans_min,0.00623140314682324,RandomForestRegressor(),1.0
efforts_xsell_eff_last_24_24_xsell_category_cd_t_xsell_effort_id_countdist,0.00010635060768241299,RandomForestRegressor(),
orders_ords_last_24_24_business_src_cd_b_orig_order_value_amt_sd,0.0025075969527287197,RandomForestRegressor(),1.0
efforts_welcome_eff_last_full_fourth_chr_final_key_cd_i_effort_id_countdist,0.0,RandomForestRegressor(),
efforts_xsell_eff_last_12_24_xsell_category_cd_ukn_order_no_countdist,5.220816309870754e-07,RandomForestRegressor(),
order_items_item_last_24_24_lob_cd_1_order_no_line_item_no_countdist,2.852632866381014e-05,RandomForestRegressor(),
orders_ords_last_6_12_business_src_cd_a_orig_order_value_amt_sd,0.0008960739138252433,RandomForestRegressor(),
orders_ords_last_12_24_lob_cd_1_order_no_countdist,1.1485499138388156e-05,RandomForestRegressor(),
trans_trans_last_0_6_trans_type_cd_650_trans_amt_min,0.0014588921338550753,RandomForestRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_s_effort_id_countdist,0.0014294612999106986,RandomForestRegressor(),
efforts_xsell_eff_full_xsell_category_cd_ukn_days_since_xsell_effort_max,1.9680224545110578e-05,RandomForestRegressor(),
orders_ords_last_24_24_comm_channel_type_cd_t_order_no_countdist,0.0,RandomForestRegressor(),
order_items_item_last_24_24_product_type_cd_a_order_no_line_item_no_countdist,2.384308406105233e-05,RandomForestRegressor(),
efforts_xsell_eff_last_6_12_affinity_cd_cooking_order_no_countdist,0.001502717864666322,RandomForestRegressor(),
orders_ords_last_24_24_lob_cd_2_order_no_countdist,0.00011310460123223999,RandomForestRegressor(),
trans_trans_last_0_6_trans_type_cd_returns_trans_amt_max,4.1893592127023805e-05,RandomForestRegressor(),
efforts_xsell_eff_full_lob_cd_1_days_since_xsell_effort_max,1.4944862363932118e-05,RandomForestRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_cd_i_order_no_countdist,0.0,RandomForestRegressor(),
order_items_item_last_24_24_with_offer_cd_true_unit_cost_amt_max,0.0002187956406882272,RandomForestRegressor(),
efforts_xsell_eff_full_affinity_cd_die_cast_days_since_xsell_effort_max,0.0007643863816763166,RandomForestRegressor(),
