table,feature,use_flag,dtype,missing_imputation,ords,id col,,
efforts_customer,eff_last_6-12_lob_cd_2_payup_model_score_no_sum,0,,,,,,
efforts_customer,eff_last_24-24_effort_type_cd_ac_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_6-12_lob_cd_2_profitability_model_score_no_sd,0,,,,,,
efforts_customer,eff_last_24-24_lob_cd_2_profitability_model_score_no_max,0,,,,,,
efforts_customer,eff_last_24-24_effort_type_cd_15_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_12-24_lob_cd_9_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_6-12_payup_model_score_no_mean,0,,,,,,
efforts_customer,eff_last_0-6_profitability_model_score_no_max,0,,,,,,
efforts_customer,eff_last_24-24_effort_type_cd_ia_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_6-12_lob_cd_2_profitability_model_score_no_sum,0,,,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_e_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_y_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_i_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_t_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_z_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_f_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_j_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_o_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_x_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_g_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_b_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_l_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_k_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_m_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_s_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_w_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_v_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_p_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_q_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_r_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_h_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_u_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_n_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_a_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_first_chr_final_key_cd_d_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_e_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_z_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_r_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_a_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_g_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_t_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_q_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_l_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_7_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_n_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_2_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_w_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_4_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_v_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_x_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_h_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_p_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_1_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_6_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_b_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_k_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_j_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_5_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_i_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_y_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_d_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_f_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_m_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_0_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_o_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_u_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_3_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_8_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_s_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_second_chr_final_key_cd_9_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_r_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_e_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_6_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_b_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_g_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_t_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_d_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_f_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_p_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_a_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_7_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_5_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_h_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_9_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_8_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_1_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_2_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_3_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_0_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_third_chr_final_key_cd_4_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_r_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_9_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_z_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_g_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_i_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_a_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_e_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_x_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_f_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_b_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_h_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_1_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_8_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_4_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_7_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_5_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_y_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_d_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_2_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_6_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_3_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_t_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fourth_chr_final_key_cd_0_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_3_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_o_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_6_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_5_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_9_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_1_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_2_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_8_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_0_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_7_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_last_full_fifth_chr_final_key_cd_4_effort_id_countdist,1,float,0,,,,
efforts_customer,eff_days_since_effort_cust_max,1,float,-1440,,,,
efforts_customer,eff_days_since_effort_cust_min,1,float,-1440,,,,
efforts_extra,prospect_household_id,0,,,,1,,
efforts_extra,prospect_household_member_no,0,,,,1,,
efforts_extra,eff_last_24-24_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_12-24_effort_type_cd_xa_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_0-6_effort_type_cd_xa_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_24-24_business_category_cd_b_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_0-6_lob_cd_1_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_12-24_lob_cd_2_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_6-12_business_category_cd_b_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_12-24_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_6-12_lob_cd_1_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_6-12_effort_type_cd_xb_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_6-12_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_0-6_effort_type_cd_xb_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_12-24_business_category_cd_b_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_12-24_lob_cd_1_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_24-24_lob_cd_2_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_24-24_effort_type_cd_xa_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_0-6_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_6-12_effort_type_cd_xa_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_0-6_lob_cd_2_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_12-24_effort_type_cd_xb_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_6-12_lob_cd_2_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_0-6_business_category_cd_b_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_24-24_lob_cd_1_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_24-24_effort_type_cd_xb_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_e_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_y_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_i_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_t_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_z_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_f_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_j_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_o_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_x_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_g_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_b_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_l_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_k_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_m_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_s_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_w_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_v_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_p_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_q_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_r_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_h_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_u_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_n_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_a_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_first_chr_final_key_cd_d_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_e_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_z_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_r_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_a_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_g_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_t_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_q_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_l_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_7_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_n_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_2_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_w_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_4_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_v_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_x_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_h_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_p_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_1_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_6_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_b_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_k_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_j_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_5_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_i_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_y_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_d_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_f_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_m_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_0_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_o_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_u_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_3_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_8_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_s_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_second_chr_final_key_cd_9_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_r_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_e_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_6_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_b_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_g_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_t_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_d_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_f_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_p_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_a_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_7_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_5_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_h_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_9_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_8_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_1_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_2_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_3_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_0_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_third_chr_final_key_cd_4_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_r_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_9_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_z_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_g_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_i_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_a_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_e_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_x_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_f_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_b_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_h_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_1_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_8_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_4_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_7_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_5_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_y_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_d_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_2_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_6_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_3_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_t_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fourth_chr_final_key_cd_0_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_3_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_o_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_c_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_6_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_5_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_9_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_1_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_2_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_8_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_0_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_7_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_last_full_fifth_chr_final_key_cd_4_effort_id_countdist,1,float,0,,,,
efforts_extra,eff_days_since_effort_extra_max,1,float,-1440,,,,
efforts_extra,eff_days_since_effort_extra_min,1,float,-1440,,,,
efforts_extra,eff_business_category_cd_b_days_since_effort_extra_max,1,float,-1440,,,,
efforts_extra,eff_business_category_cd_b_days_since_effort_extra_min,1,float,-1440,,,,
efforts_extra,eff_effort_type_cd_xb_days_since_effort_extra_max,1,float,-1440,,,,
efforts_extra,eff_effort_type_cd_xb_days_since_effort_extra_min,1,float,-1440,,,,
efforts_extra,eff_effort_type_cd_xa_days_since_effort_extra_max,1,float,-1440,,,,
efforts_extra,eff_effort_type_cd_xa_days_since_effort_extra_min,1,float,-1440,,,,
efforts_extra,eff_lob_cd_1_days_since_effort_extra_max,1,float,-1440,,,,
efforts_extra,eff_lob_cd_1_days_since_effort_extra_min,1,float,-1440,,,,
efforts_extra,eff_lob_cd_2_days_since_effort_extra_max,1,float,-1440,,,,
efforts_extra,eff_lob_cd_2_days_since_effort_extra_min,1,float,-1440,,,,
efforts_prospect,prospect_household_id,0,,,,1,,
efforts_prospect,prospect_household_member_no,0,,,,1,,
efforts_prospect,eff_last_24-24_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_24-24_effort_type_cd_d_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_12-24_effort_type_cd_2_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_24-24_effort_type_cd_s_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_0-6_effort_type_cd_s_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_6-12_effort_type_cd_a_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_12-24_business_category_cd_c_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_12-24_effort_type_cd_s_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_24-24_effort_type_cd_23_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_6-12_business_category_cd_a_effort_id_countdist,1,float,0,,,,
efforts_prospect,eff_last_12-24_effort_type_cd_9_effort_id_countdist,1,float,0,,,,
